value,metric,gen,run,enemy_group,enemy
38.181995851605336,max,13,7,,1.0
6.093272688288143,mean,13,7,,1.0
38.181995851605336,max,14,7,,1.0
2.325499807901736,mean,14,7,,1.0
38.181995851605336,max,15,7,,1.0
4.668800248874423,mean,15,7,,1.0
38.181995851605336,max,16,7,,1.0
6.469178473234625,mean,16,7,,1.0
38.181995851605336,max,17,7,,1.0
6.541229408012263,mean,17,7,,1.0
38.181995851605336,max,18,7,,1.0
5.014894112347648,mean,18,7,,1.0
38.181995851605336,max,19,7,,1.0
8.622065070122428,mean,19,7,,1.0
19.67644932274136,max,0,8,,1.0
-3.323042481416975,mean,0,8,,1.0
19.67644932274136,max,1,8,,1.0
-1.0157432641165838,mean,1,8,,1.0
19.67644932274136,max,2,8,,1.0
-1.7143219347285343,mean,2,8,,1.0
19.67644932274136,max,3,8,,1.0
1.6150077077874891,mean,3,8,,1.0
22.49238456941799,max,4,8,,1.0
0.4034136920208598,mean,4,8,,1.0
33.44199222697226,max,5,8,,1.0
2.5775665493452378,mean,5,8,,1.0
33.44199222697226,max,6,8,,1.0
1.6623593259083291,mean,6,8,,1.0
33.44199222697226,max,7,8,,1.0
2.467009222523547,mean,7,8,,1.0
33.44199222697226,max,8,8,,1.0
1.6959885225104656,mean,8,8,,1.0
33.44199222697226,max,9,8,,1.0
2.075159986267194,mean,9,8,,1.0
33.44199222697226,max,10,8,,1.0
2.4619771185806267,mean,10,8,,1.0
33.44199222697226,max,11,8,,1.0
0.478875430800083,mean,11,8,,1.0
33.44199222697226,max,12,8,,1.0
0.29398182891900576,mean,12,8,,1.0
33.44199222697226,max,13,8,,1.0
1.999014446920746,mean,13,8,,1.0
33.44199222697226,max,14,8,,1.0
2.0723738184339635,mean,14,8,,1.0
33.44199222697226,max,15,8,,1.0
0.26725764656863743,mean,15,8,,1.0
33.44199222697226,max,16,8,,1.0
3.641587447058708,mean,16,8,,1.0
33.44199222697226,max,17,8,,1.0
3.9522247680317175,mean,17,8,,1.0
33.44199222697226,max,18,8,,1.0
3.5813461849721637,mean,18,8,,1.0
33.44199222697226,max,19,8,,1.0
1.1022797563440985,mean,19,8,,1.0
20.799581158151597,max,0,9,,1.0
-5.6454689714272055,mean,0,9,,1.0
21.250041310908276,max,1,9,,1.0
-3.9945363349396645,mean,1,9,,1.0
31.743349229490896,max,2,9,,1.0
-3.265329185847958,mean,2,9,,1.0
31.743349229490896,max,3,9,,1.0
-0.8863756588398821,mean,3,9,,1.0
31.743349229490896,max,4,9,,1.0
-0.0914404178318114,mean,4,9,,1.0
31.743349229490896,max,5,9,,1.0
-0.16194404889818523,mean,5,9,,1.0
31.743349229490896,max,6,9,,1.0
-0.12171735734518041,mean,6,9,,1.0
32.81740781975513,max,7,9,,1.0
0.6592226513769387,mean,7,9,,1.0
32.81740781975513,max,8,9,,1.0
2.2896460222898294,mean,8,9,,1.0
32.922354600244475,max,9,9,,1.0
4.455784644061515,mean,9,9,,1.0
35.104484636672694,max,10,9,,1.0
6.211102866112549,mean,10,9,,1.0
35.104484636672694,max,11,9,,1.0
3.549898900857475,mean,11,9,,1.0
35.104484636672694,max,12,9,,1.0
5.421839750637973,mean,12,9,,1.0
38.090467785003824,max,13,9,,1.0
6.063473843403103,mean,13,9,,1.0
43.613023094705,max,14,9,,1.0
5.009134747911411,mean,14,9,,1.0
43.613023094705,max,15,9,,1.0
5.8824180358295015,mean,15,9,,1.0
43.613023094705,max,16,9,,1.0
7.585056687227646,mean,16,9,,1.0
43.613023094705,max,17,9,,1.0
9.58076040323322,mean,17,9,,1.0
43.613023094705,max,18,9,,1.0
8.218840130638103,mean,18,9,,1.0
43.613023094705,max,19,9,,1.0
7.516566356198569,mean,19,9,,1.0
